HorseName,Rank,HorseNum,Age,Weight,HorseWeight,Top1Win,Top2Win,Distance,S1F,Cornor3,G3F,Cornor4,HorseWin,HorseRankInTop2,HorseRankInTop3,Cutted,Male,Female,Good,Rain,Fog
천지여걸,1,1,3,53,491,4.5,6.7,1400,13.6,36.4,49.3,55.9,1,1,1,0,0,1,1,0,0
최강파티,2,7,4,55.5,512,22.4,10,1400,13.9,37,49.7,56.2,0,1,1,0,1,0,1,0,0
운외창천,3,6,3,53.5,472,3.7,2.9,1400,13.9,37.1,49.9,56.5,0,0,1,0,0,1,1,0,0
최강매직,4,5,4,53,451,22.4,10,1400,14.2,37,49.8,56.3,0,0,0,1,0,0,1,0,0
코인블레이드,5,8,4,53.5,485,22.4,10,1400,13.7,36.9,49.7,56.3,0,0,0,0,1,0,1,0,0
톱시드,6,3,3,54,477,5.6,1,1400,13.7,37.1,50.1,56.8,0,0,0,1,0,0,1,0,0
마패봉,7,11,5,52,473,22.4,20,1400,14.3,37.7,50.4,56.9,0,0,0,0,1,0,1,0,0
선파이팅,8,9,3,52,473,22.4,10,1400,13.8,36.8,49.4,56,0,0,0,0,0,1,1,0,0
와니케이,9,4,5,52,450,3.7,10,1400,13.9,37.3,50.2,56.7,0,0,0,0,0,1,1,0,0
베티나,10,2,5,52.5,475,22.4,20,1400,15.1,38.1,50.5,56.9,0,0,0,0,0,1,1,0,0
풀문오션,11,10,4,52,489,22.4,20,1400,13.5,36.6,49.4,56,0,0,0,0,0,1,1,0,0
행복왕자,1,2,3,55,544,3.8,3.6,1400,13.6,36.5,48.7,55,1,1,1,0,1,0,1,0,0
굿센스,2,5,4,52,496,5.1,5.5,1400,13.3,36,48.3,54.6,0,1,1,1,0,0,1,0,0
퀀텀점프,3,11,4,52.5,496,15.2,5.5,1400,13.8,36.2,48.5,54.7,0,0,1,0,1,0,1,0,0
불굴의러너,4,7,4,54.5,493,15.2,5.5,1400,14,37.1,49.5,55.7,0,0,0,1,0,0,1,0,0
디케이아리아,5,8,3,52,461,5.1,5.5,1400,13.8,36.7,49,55.3,0,0,0,1,0,0,1,0,0
선포레,6,1,3,51,461,5.1,1,1400,13.6,36.4,48.7,55.1,0,0,0,1,0,0,1,0,0
인동샘,7,6,3,52,486,15.2,5.5,1400,14.3,37.4,50,56.4,0,0,0,0,1,0,1,0,0
문학백투백,8,9,2,52,549,15.2,5.5,1400,13.3,36.1,48.5,54.9,0,0,0,0,1,0,1,0,0
더트서퍼,9,3,3,51,464,15.2,5.5,1400,13.7,36.9,49.3,55.7,0,0,0,1,0,0,1,0,0
좋은걸,1,7,2,53,442,9999.9,9999.9,1200,13.6,24.4,36.1,42.1,1,1,1,0,0,1,1,0,0
셋더페이스,2,10,4,51,502,9999.9,9999.9,1200,13.7,24.5,36.5,42.7,0,1,1,0,0,1,1,0,0
제주의요정,3,8,4,55,474,9999.9,9999.9,1200,13.9,25,37.3,43.4,0,0,1,0,0,1,1,0,0
원더풀라이트,4,3,3,54,469,9999.9,9999.9,1200,14.1,25.3,37.4,43.5,0,0,0,0,0,1,1,0,0
마칼루파워,5,1,3,55,466,9999.9,9999.9,1200,13.9,24.8,36.6,42.9,0,0,0,0,1,0,1,0,0
킹에이스,6,12,3,57,507,1,9999.9,1200,13.8,24.5,36.2,42.2,0,0,0,0,1,0,1,0,0
챌린지삭스,7,6,3,54,458,9999.9,9999.9,1200,13.9,25,37.2,43.4,0,0,0,0,0,1,1,0,0
발바투,8,5,3,57,493,9999.9,9999.9,1200,14,25.3,37.6,43.9,0,0,0,0,1,0,1,0,0
와일드우즈,9,2,3,56,501,5.6,1,1200,14.4,25.5,37.7,43.9,0,0,0,1,0,0,1,0,0
용마루구,10,14,3,55,506,9999.9,9999.9,1200,14.5,25.8,38.1,44.4,0,0,0,0,1,0,1,0,0
글로벌왕자,11,9,4,56,523,9999.9,9999.9,1200,14.1,25.6,38,44.3,0,0,0,1,0,0,1,0,0
달순이,12,4,5,54,481,9999.9,9999.9,1200,14.8,26.3,38.5,44.7,0,0,0,0,0,1,1,0,0
원앤온리,13,13,3,51,496,9999.9,9999.9,1200,13.7,24.6,36.6,42.9,0,0,0,0,0,1,1,0,0
한센초이스,14,11,3,54,464,9999.9,9999.9,1200,13.8,24.9,37.4,43.8,0,0,0,0,0,1,1,0,0
라온탑맨,1,8,3,52.5,412,9.6,4.5,1200,13.3,23.7,35.1,41.2,1,1,1,1,0,0,1,0,0
러닝복스,2,1,4,53.5,452,12.8,5.7,1200,13.9,24.8,36.4,42.6,0,1,1,0,0,1,1,0,0
바람을그리다,3,5,4,54,475,38.4,5.7,1200,13.8,24.6,36.5,42.7,0,0,1,0,1,0,1,0,0
댄싱블레이드,4,4,5,55,481,38.4,5.7,1200,14,25,36.8,43,0,0,0,0,0,1,1,0,0
늘푸른캣,5,9,5,56,534,1.2,1,1200,13.5,24.1,35.5,41.7,0,0,0,0,1,0,1,0,0
초인볼트,6,3,4,52,549,12.8,5.7,1200,13.6,24.4,36,42,0,0,0,0,1,0,1,0,0
야호선더캣,7,7,4,52,489,12.8,5.7,1200,13.8,24.5,36.2,42.4,0,0,0,0,1,0,1,0,0
쾌한예봉산,8,6,5,54,444,38.4,5.7,1200,13.4,24.1,35.5,41.8,0,0,0,0,0,1,1,0,0
거센마풍,9,2,5,51.5,458,38.4,5.7,1200,14,25.2,37.2,43.6,0,0,0,0,0,1,1,0,0
장산바다,1,9,3,56,454,4.3,1.8,1700,14.3,65.1,72.8,80.1,1,1,1,0,1,0,1,0,0
가로수길,2,5,4,54,495,4.3,1.8,1700,14,64.9,72.7,80,0,1,1,0,1,0,1,0,0
전정사금,3,6,3,53,510,4.3,1.8,1700,14.2,65.1,72.8,80.1,0,0,1,0,0,1,1,0,0
천지애가,4,4,4,52,485,38.4,10.7,1700,16.4,66.2,73.9,81.5,0,0,0,0,0,1,1,0,0
맥파이,5,11,5,53,498,9.6,2.7,1700,14.7,65.4,73.1,80.4,0,0,0,0,0,1,1,0,0
밀키셰리,6,2,3,52,465,38.4,10.7,1700,14.6,65.3,73.1,80.5,0,0,0,0,0,1,1,0,0
골드레벨,7,7,4,55,457,6.4,1.8,1700,14.9,65.7,73.5,80.8,0,0,0,0,0,1,1,0,0
정상여신,8,8,4,55,492,6.4,1.8,1700,15.8,65.7,73.5,80.8,0,0,0,0,0,1,1,0,0
스마티아델,9,10,4,54,438,38.4,10.7,1700,14.1,64.9,72.6,79.9,0,0,0,0,0,1,1,0,0
시티송암,10,3,4,54,510,38.4,5.3,1700,15.4,66.3,74.1,81.7,0,0,0,1,0,0,1,0,0
컬러즈킹,11,1,4,55,505,38.4,10.7,1700,17.1,67,74.6,82.3,0,0,0,1,0,0,1,0,0
금아홀섬,1,1,4,58,528,16.8,4.3,1700,14.4,63.1,70.7,77.9,1,1,1,1,0,0,1,0,0
돌아온뽀빠이,2,9,3,54,493,16.8,4.3,1700,14.8,63.4,70.9,78.2,0,1,1,1,0,0,1,0,0
에코빌,3,5,3,54,453,2.8,1.4,1700,14.5,63.5,71.1,78.5,0,0,1,0,1,0,1,0,0
슈룹,4,6,4,54,476,3.4,1.1,1700,14,62.2,70,77.5,0,0,0,0,0,1,1,0,0
무도,5,4,4,54,464,8.4,4.3,1700,14.8,63.8,71.5,79,0,0,0,0,1,0,1,0,0
문학엠파이어,6,8,3,54,528,16.8,4.3,1700,14.4,63.4,71.2,79,0,0,0,0,1,0,1,0,0
케이엔에이스,7,3,4,52,489,16.8,4.3,1700,14.2,63.3,71.3,78.8,0,0,0,0,0,1,1,0,0
킹즈워리어,8,10,6,57,482,16.8,4.3,1700,15.2,64.2,71.9,79.2,0,0,0,0,1,0,1,0,0
샤크짱,9,2,3,54,486,16.8,4.3,1700,14.7,63.5,71.5,78.8,0,0,0,0,1,0,1,0,0
에버더챔프,10,11,4,58,507,16.8,4.3,1700,14.7,62.8,70.5,77.9,0,0,0,1,0,0,1,0,0
케미블루,11,7,4,54,514,16.8,4.3,1700,14.3,63,70.8,78.2,0,0,0,0,1,0,1,0,0
다이아로드,1,9,4,57,524,2.1,1.1,1400,13.7,35.6,47.5,53.5,1,1,1,0,0,1,1,0,0
라온퍼스트,2,4,3,55,439,60,11.6,1400,13.1,34.9,46.9,53.2,0,1,1,0,0,1,1,0,0
[부]아이스마린,3,6,6,57,529,10.9,3.9,1400,13.7,36.7,49.1,55.2,0,0,1,0,0,1,1,0,0
청수여걸,4,11,5,57,503,120,2.1,1400,13.3,35.9,48.4,54.5,0,0,0,0,0,1,1,0,0
실버울프,5,3,8,57,481,7.5,2.1,1400,13.8,36.5,48.7,54.8,0,0,0,0,0,1,1,0,0
스카이베이,6,2,5,57,503,2.6,1.1,1400,13.3,35.3,47.3,53.6,0,0,0,0,0,1,1,0,0
화기,7,7,4,57,467,120,23.2,1400,13.4,35.6,47.7,53.9,0,0,0,0,0,1,1,0,0
리드머니,8,12,6,57,493,120,23.2,1400,13.4,36.1,48.4,54.6,0,0,0,0,0,1,1,0,0
서울의별,9,5,5,57,440,120,23.2,1400,14.1,37.3,49.4,55.8,0,0,0,0,0,1,1,0,0
대박행진,10,1,4,57,432,120,23.2,1400,13.8,36.4,49,55.3,0,0,0,0,0,1,1,0,0
[부]담양환호,11,10,6,57,519,120,23.2,1400,13.4,36.1,48.7,55.3,0,0,0,0,0,1,1,0,0
[부]우주대왕,12,14,5,57,473,24,7.7,1400,13.1,35.1,47.1,53.5,0,0,0,0,0,1,1,0,0
초코캔디,13,13,4,57,480,120,23.2,1400,13.7,35.8,47.9,54.3,0,0,0,0,0,1,1,0,0
[부]선양천리,14,8,4,57,505,17.1,3.9,1400,13.2,35.8,48.6,55.2,0,0,0,0,0,1,1,0,0
이스트제트,1,13,3,55.5,496,156.8,1.1,1200,13.1,23.4,35,41.2,1,1,1,1,0,0,1,0,0
어마어마,2,6,3,55.5,487,3.1,1.1,1200,13.2,23.5,35.2,41.3,0,1,1,0,1,0,1,0,0
모르피스,3,14,5,57,516,9.8,6.8,1200,13.6,24.5,36,41.9,0,0,1,1,0,0,1,0,0
메디치글로리,4,11,4,57,511,156.8,6.8,1200,14,24.7,36.2,42.2,0,0,0,0,1,0,1,0,0
엠제이파워,5,5,4,57,522,156.8,6.8,1200,13.2,23.8,35.4,41.6,0,0,0,1,0,0,1,0,0
도끼블레이드,6,12,4,57,540,9.8,6.8,1200,13.2,23.3,34.9,41.2,0,0,0,0,1,0,1,0,0
글로벌캡틴,7,10,4,57,498,104.5,4.5,1200,14.1,25.1,36.7,42.8,0,0,0,0,1,0,1,0,0
스프링백,8,2,4,57,507,104.5,4.5,1200,13.5,24,35.5,41.6,0,0,0,1,0,0,1,0,0
짱콩,9,7,5,57,487,1.6,6.8,1200,13.7,24.3,35.8,41.8,0,0,0,0,1,0,1,0,0
마스크,10,9,5,57,490,156.8,6.8,1200,13.7,24.2,35.7,41.7,0,0,0,0,1,0,1,0,0
원더볼트,11,1,10,57,447,156.8,6.8,1200,14.3,25.5,37.2,43.2,0,0,0,1,0,0,1,0,0
울트라펀치,12,3,4,57,503,104.5,6.8,1200,13.6,24.4,35.9,41.8,0,0,0,1,0,0,1,0,0
성파,13,15,6,57,495,313.6,13.6,1200,13.4,23.8,35.2,41.3,0,0,0,0,1,0,1,0,0
청담지니,14,8,4,57,496,156.8,6.8,1200,13.8,24.7,36.3,42.5,0,0,0,1,0,0,1,0,0
컴플리트스윕,15,4,5,57,514,156.8,6.8,1200,13.1,23.5,35.2,41.4,0,0,0,0,1,0,1,0,0
탭패션드,1,5,5,53.5,436,3.5,1,1400,13.6,35.4,47.4,53.8,1,1,1,1,0,0,1,0,0
해후,2,6,5,52,450,20.8,5.6,1400,13.4,35.3,47.2,53.6,0,1,1,0,1,0,1,0,0
원더풀트루스,3,9,4,53,462,20.8,5.6,1400,13.5,35.6,47.7,54.1,0,0,1,0,0,1,1,0,0
플라잉포드,4,7,4,56.5,517,1.9,5.6,1400,13.7,36.1,48.4,54.9,0,0,0,0,1,0,1,0,0
히비키,5,10,6,53,486,20.8,5.6,1400,13.8,36.1,48.3,54.7,0,0,0,1,0,0,1,0,0
킬리의제왕,6,3,5,57,518,20.8,5.6,1400,13.6,35.6,47.6,54,0,0,0,0,1,0,1,0,0
대군천하,7,4,4,55,561,20.8,5.6,1400,13.6,35.6,47.6,54,0,0,0,0,1,0,1,0,0
팔팔빅토리,8,8,5,52,512,20.8,5.6,1400,13.9,36.1,48.4,55,0,0,0,1,0,0,1,0,0
역전의우승,9,1,6,52,454,20.8,5.6,1400,14,36.1,48.1,54.6,0,0,0,1,0,0,1,0,0
인천치프,10,2,4,52,495,20.8,5.6,1400,14.1,36.9,49.2,55.7,0,0,0,0,1,0,1,0,0
크레이지위키,11,11,5,52.5,465,20.8,5.6,1400,13.6,35.8,48.2,54.7,0,0,0,0,1,0,1,0,0
홈커밍,1,4,4,51,439,12.4,2.9,1200,13.2,23.6,35.2,41.4,1,1,1,0,0,1,1,0,0
날아라힐,2,9,4,52,517,12.4,2.9,1200,13.7,24.3,35.9,41.8,0,1,1,0,0,1,1,0,0
스트레토,3,3,3,51,494,2.3,2.9,1200,13.6,24.3,36.1,42.3,0,0,1,0,1,0,1,0,0
글로벌천하,4,6,4,55,485,12.4,2.9,1200,13.3,23.7,35.3,41.5,0,0,0,0,1,0,1,0,0
루미네스,5,10,4,57,521,12.4,2.9,1200,14,24.7,36.4,42.5,0,0,0,1,0,0,1,0,0
언디피티드,6,8,5,52,445,12.4,2.9,1200,14,24.7,36.5,42.7,0,0,0,0,1,0,1,0,0
라온케빈,7,2,4,52.5,477,12.4,2.9,1200,13.3,23.8,35.5,41.9,0,0,0,1,0,0,1,0,0
정상으뜸,8,5,5,56.5,478,12.4,2.9,1200,14,24.7,36.4,42.6,0,0,0,1,0,0,1,0,0
하이비트,9,11,5,52,506,12.4,2.9,1200,15.4,26.2,37.8,43.9,0,0,0,1,0,0,1,0,0
사이킥보스,10,1,3,51,481,12.4,2.9,1200,13.3,23.7,35.3,41.6,0,0,0,0,0,1,1,0,0
투어브라더,11,7,4,51,452,12.4,2.9,1200,13.4,24,35.8,42.1,0,0,0,1,0,0,1,0,0
좋은걸,1,4,2,53,443,8.9,3,1000,13.2,13.2,23.6,29.6,1,1,1,0,0,1,1,0,0
금빛여전사,2,7,2,53,431,8.9,3,1000,13.4,13.4,23.8,29.8,0,1,1,0,0,1,1,0,0
영광의미소,3,10,2,53,454,8.9,3,1000,13.6,13.6,24.3,30.3,0,0,1,0,0,1,1,0,0
스타블레이드,4,8,2,55,460,8.9,3,1000,13.8,13.8,24.9,31,0,0,0,0,1,0,1,0,0
걸작우먼,5,3,2,53,478,8.1,2.7,1000,14.3,14.3,25.5,31.5,0,0,0,0,0,1,1,0,0
금아스위프트,6,1,2,55,505,8.9,3,1000,14,14,25.2,31.3,0,0,0,0,1,0,1,0,0
페더럴아이,7,11,2,55,478,8.9,3,1000,13.6,13.6,24.2,30.2,0,0,0,0,1,0,1,0,0
글리밍,8,9,2,53,456,8.9,3,1000,13.5,13.5,24.2,30.2,0,0,0,0,0,1,1,0,0
블랙카,9,6,2,53,534,8.9,3,1000,13.5,13.5,24.2,30.2,0,0,0,0,0,1,1,0,0
콜조이,10,5,2,55,444,8.9,3,1000,13.4,13.4,23.8,29.9,0,0,0,1,0,0,1,0,0
소중한기억,11,2,2,55,476,8.9,3,1000,14,14,25.2,31.5,0,0,0,1,0,0,1,0,0
윈드힐,1,11,3,54,483,9.3,4,1200,13.2,24,35.7,41.7,1,1,1,0,0,1,0,0,1
성실머니,2,3,3,54,535,9.3,4,1200,13.5,24.2,35.9,42,0,1,1,0,0,1,0,0,1
사려니퀸,3,5,3,54,457,9.3,1,1200,13.4,24.2,36,42,0,0,1,0,0,1,0,0,1
그레이스퀸,4,6,3,54,439,9.3,4,1200,13.6,24.5,36.5,42.7,0,0,0,0,0,1,0,0,1
글로벌선,5,9,3,54,470,9.3,4,1200,13.9,24.8,36.5,42.5,0,0,0,0,0,1,0,0,1
율소리,6,1,3,54,459,9.3,4,1200,13.7,24.9,37.3,43.8,0,0,0,0,0,1,0,0,1
메이블루,7,10,3,54,432,5.6,2.4,1200,13.2,23.8,35.6,41.7,0,0,0,0,0,1,0,0,1
헬로금성,8,7,3,54,469,9.3,4,1200,14,24.8,36.8,43,0,0,0,0,0,1,0,0,1
강한여전사,9,4,3,54,473,9.3,4,1200,13.4,24.3,36.3,42.5,0,0,0,0,0,1,0,0,1
사이먼스톰,10,2,3,54,470,9.3,4,1200,13.5,24.6,37.1,43.7,0,0,0,0,0,1,0,0,1
컬러즈온리,11,8,3,50,456,9.3,4,1200,13.6,24.5,36.8,43.2,0,0,0,0,0,1,0,0,1
럭키재산,1,5,2,53,447,7.7,2.7,1000,13.3,13.3,23.6,29.6,1,1,1,0,0,1,0,1,0
그린짱,2,6,2,53,449,3.3,3.6,1000,13.5,13.5,24.1,30,0,1,1,0,0,1,0,1,0
천마투데이,3,9,2,53,446,11.6,3.6,1000,13.3,13.3,24,30,0,0,1,0,0,1,0,1,0
그린폭주,4,8,2,53,471,11.6,2.7,1000,13.2,13.2,23.6,29.6,0,0,0,0,0,1,0,1,0
로열영광,5,7,2,55,444,11.6,3.6,1000,13.8,13.8,24.6,30.7,0,0,0,0,1,0,0,1,0
에너자이저,6,11,2,55,476,11.6,3.6,1000,13.4,13.4,24.1,30.3,0,0,0,0,1,0,0,1,0
그레이캣,7,1,2,55,433,7.7,2.7,1000,13.8,13.8,24.4,30.4,0,0,0,0,1,0,0,1,0
페더럴윈,8,10,2,53,469,11.6,3.6,1000,14.1,14.1,25,31.3,0,0,0,0,0,1,0,1,0
명진캔디,9,4,2,53,464,11.6,1.4,1000,13.5,13.5,24,30,0,0,0,0,0,1,0,1,0
큰박수,10,3,2,53,499,11.6,3.6,1000,14.4,14.4,25.4,31.5,0,0,0,0,0,1,0,1,0
블루비치,11,2,2,53,431,11.6,3.6,1000,14.7,14.7,25.8,32.2,0,0,0,0,0,1,0,1,0
매직플랜,1,10,3,54,465,9999.9,9999.9,1200,13.4,24.4,36.6,42.9,1,1,1,0,0,1,1,0,0
그레이트칸,2,7,3,56,517,9999.9,9999.9,1200,13.6,24.6,36.8,43.2,0,1,1,1,0,0,1,0,0
파이팅나우,3,2,3,55,465,9999.9,9999.9,1200,14.3,25.7,37.6,43.8,0,0,1,0,1,0,1,0,0
큐피드비상,4,4,3,54,453,9999.9,9999.9,1200,13.8,24.9,37.1,43.4,0,0,0,0,0,1,1,0,0
글로벌골드,5,9,3,57,482,9999.9,9999.9,1200,14.5,26.1,38.3,44.5,0,0,0,1,0,0,1,0,0
만세,6,3,3,56,484,9999.9,9999.9,1200,14.4,25.9,38.1,44.3,0,0,0,1,0,0,1,0,0
페더럴킹,7,13,3,53,509,9999.9,9999.9,1200,14.1,25.7,38,44.3,0,0,0,0,1,0,1,0,0
실버디자인,8,1,5,52,416,9999.9,9999.9,1200,14.1,25.4,37.7,44,0,0,0,0,0,1,1,0,0
라오진,9,14,4,55,480,9999.9,1,1200,13.9,25.1,37.7,44,0,0,0,0,0,1,1,0,0
최고캠프,10,5,3,55,492,3.2,1,1200,13.5,24.6,36.8,43.1,0,0,0,0,0,1,1,0,0
천지울림,11,6,3,56,472,9999.9,9999.9,1200,14.2,25.7,38,44.3,0,0,0,1,0,0,1,0,0
위너블루,12,11,3,56,489,1.1,9999.9,1200,13.7,24.6,36.8,43.2,0,0,0,1,0,0,1,0,0
메니스탠드,13,8,4,54,467,9999.9,9999.9,1200,13.9,25.1,37.1,43.4,0,0,0,0,0,1,1,0,0
메이블루,14,12,3,53,439,9999.9,9999.9,1200,13.8,24.9,37.4,43.9,0,0,0,0,0,1,1,0,0
위너콰드릴,1,10,3,54,459,5.1,3.1,1200,13.8,24.8,36.6,42.8,1,1,1,0,0,1,0,1,0
콘도르여왕,2,11,3,54,491,12.8,3.1,1200,13.9,24.8,36.6,42.8,0,1,1,0,0,1,0,1,0
원더풀매직,3,2,3,56,468,5.1,3.1,1200,13.5,24.2,36.2,42.6,0,0,1,0,1,0,0,1,0
퀸오브베스트,4,4,2,52.5,434,12.8,3.1,1200,13.5,24.3,36.2,42.6,0,0,0,0,0,1,0,1,0
라온스페셜,5,6,3,54,439,12.8,3.1,1200,13.9,25.3,37.2,43.5,0,0,0,0,0,1,0,1,0
온리위너,6,9,3,54,458,12.8,3.1,1200,14.2,25.6,37.5,43.7,0,0,0,0,0,1,0,1,0
마칼루파워,7,1,3,56,454,12.8,3.1,1200,14.1,25.2,37.1,43.4,0,0,0,0,1,0,0,1,0
농본락,8,3,3,54,423,4.3,2,1200,13.5,24.2,36.2,42.6,0,0,0,0,0,1,0,1,0
원지,9,5,3,56,479,12.8,3.1,1200,13.8,25,36.8,43.3,0,0,0,1,0,0,0,1,0
제니퀸,10,7,3,54,470,12.8,3.1,1200,13.7,24.8,37,43.5,0,0,0,0,0,1,0,1,0
다이아하트,11,8,2,52.5,446,12.8,3.1,1200,13.7,24.5,36.5,42.9,0,0,0,0,0,1,0,1,0
가나파크,1,4,3,54.5,500,3.1,2,1300,13.6,30.8,43.1,49.7,1,1,1,0,0,1,0,1,0
리멤버웬,2,7,3,53,486,8.3,1.1,1300,14.1,31.5,43.6,50,0,1,1,0,0,1,0,1,0
원더풀파워,3,6,3,55,489,24.8,4,1300,13.7,30.9,43.2,49.6,0,0,1,0,1,0,0,1,0
금아콜로설,4,9,3,55,488,24.8,4,1300,13.4,30.4,42.9,49.2,0,0,0,0,1,0,0,1,0
옥추마,5,1,3,55,504,3.1,4,1300,13.6,30.8,43.1,49.8,0,0,0,0,1,0,0,1,0
프라임서밋,6,3,3,53,473,8.3,4,1300,13.4,30.4,42.8,49.2,0,0,0,0,0,1,0,1,0
플라잉빅터,7,8,2,53.5,441,24.8,4,1300,13.8,31,43.5,50,0,0,0,0,1,0,0,1,0
지금여기에,8,2,2,50,429,24.8,4,1300,13.7,31.4,43.9,50.7,0,0,0,0,1,0,0,1,0
럭키석포,9,11,3,56,493,8.3,2.7,1300,13.7,30.6,44.2,51.2,0,0,0,1,0,0,0,1,0
플래시라이커,10,10,3,51,484,24.8,4,1300,14.1,31.8,44.5,51.4,0,0,0,1,0,0,0,1,0
삼상,11,5,2,51.5,477,24.8,4,1300,13.9,31.5,44.2,51,0,0,0,0,0,1,0,1,0
산뜻한스침,1,8,3,54,477,12.4,3.6,1300,13.7,30.7,42.8,49.1,1,1,1,0,0,1,0,1,0
러브위드미,2,2,3,54,491,5,1.4,1300,13.3,30.3,42.7,49.1,0,1,1,0,0,1,0,1,0
포에버원,3,3,3,54,475,12.4,3.6,1300,13.2,30,42.4,48.8,0,0,1,0,0,1,0,1,0
블랙실버,4,1,3,54,448,6.2,3.6,1300,13.1,29.8,42.3,48.7,0,0,0,0,0,1,0,1,0
파워뮤직,5,4,3,54,462,6.2,2.4,1300,14.4,31.6,44.2,50.7,0,0,0,0,0,1,0,1,0
트루,6,7,3,54,448,6.2,2.4,1300,14.1,31.2,43.5,50,0,0,0,0,0,1,0,1,0
아이언하트,7,11,4,54,461,12.4,3.6,1300,13.6,30.8,43.1,49.5,0,0,0,0,0,1,0,1,0
미스엘리트,8,10,3,54,437,12.4,3.6,1300,13.9,30.9,43.3,49.9,0,0,0,0,0,1,0,1,0
애니선,9,9,3,54,442,12.4,3.6,1300,13.4,30.5,43,49.5,0,0,0,0,0,1,0,1,0
오피서커맨딩,10,5,3,50,464,12.4,3.6,1300,13.7,31,43.5,50.1,0,0,0,0,0,1,0,1,0
시드니머니,11,6,4,54,427,12.4,3.6,1300,14.1,31.4,44,50.5,0,0,0,0,0,1,0,1,0
바비블레이드,1,11,3,54,454,5.3,3.1,1200,13.7,24.6,36.8,43.1,1,1,1,0,0,1,0,1,0
테라스피드,2,5,3,56,458,5.3,3.1,1200,14,25,37.2,43.4,0,1,1,0,1,0,0,1,0
새내폭주,3,10,3,56,448,16,3.1,1200,13.7,24.7,36.7,42.9,0,0,1,1,0,0,0,1,0
갑오사랑해,4,9,3,54,430,5.3,3.1,1200,13.5,24.5,36.7,43,0,0,0,0,0,1,0,1,0
깨우침,5,7,4,52,500,16,3.1,1200,13.4,24.1,36.1,42.5,0,0,0,0,1,0,0,1,0
마스터퓨처,6,6,3,56,467,8,2,1200,13.5,24.8,37.1,43.5,0,0,0,1,0,0,0,1,0
새로운군주,7,8,4,56,442,16,3.1,1200,14.4,26.1,38.6,45.2,0,0,0,1,0,0,0,1,0
오버어치브,8,4,3,54,439,16,3.1,1200,14,25.1,37.2,43.5,0,0,0,0,0,1,0,1,0
윈디러시,9,3,3,54,474,5.3,3.1,1200,13.9,25,37.4,44.1,0,0,0,0,0,1,0,1,0
금백조,10,2,3,54,505,16,3.1,1200,14.1,25.7,38.2,44.9,0,0,0,0,0,1,0,1,0
허리케인삭스,11,1,3,56,448,16,3.1,1200,13.5,24.1,36.2,42.8,0,0,0,1,0,0,0,1,0
서울크라운,1,3,3,56,493,4,1.6,1200,13.5,24.4,36.6,43,1,1,1,0,1,0,0,1,0
스페셜스토리,2,6,3,54,453,4,1.6,1200,14.2,25.1,37.1,43.4,0,1,1,0,0,1,0,1,0
골든배지,3,8,3,54,469,9999.9,1.6,1200,13.7,24.6,36.8,43.3,0,0,1,0,0,1,0,1,0
고어헤드,4,7,3,54,458,4,1.6,1200,13.9,25.1,37.4,43.8,0,0,0,0,0,1,0,1,0
스타러시,5,1,3,56,458,4,1.6,1200,13.7,24.7,36.9,43.3,0,0,0,0,1,0,0,1,0
시크릿선더,6,10,3,50,483,4,9999.9,1200,13.7,24.8,37.3,43.9,0,0,0,0,0,1,0,1,0
폴카,7,4,3,54,451,9999.9,9999.9,1200,14,25,37.1,43.6,0,0,0,0,0,1,0,1,0
코리아대장부,8,5,4,56,523,9999.9,1.6,1200,15.3,26.6,38.7,44.9,0,0,0,1,0,0,0,1,0
신데렐라,9,2,3,54,434,9999.9,9999.9,1200,13.8,24.8,37,43.6,0,0,0,0,0,1,0,1,0
쿠레나이원,10,9,3,54,454,9999.9,9999.9,1200,14.7,26.1,38.2,44.7,0,0,0,0,0,1,0,1,0
돌아온셀라,11,11,3,54,473,9999.9,9999.9,1200,13.8,25,37.6,44.2,0,0,0,0,0,1,0,1,0
라온블러드,1,1,3,53.5,488,36.1,9999.9,1200,13.2,23.8,35.5,41.8,1,1,1,0,0,1,0,1,0
라피도아레스,2,8,3,55,540,1,9999.9,1200,14.1,25,37,43.2,0,1,1,0,0,1,0,1,0
백산선더,3,11,3,55,456,28.2,9999.9,1200,13.4,24.3,36,42.3,0,0,1,0,0,1,0,1,0
라스트매직,4,3,4,55,449,451.6,9999.9,1200,14.8,25.7,37.4,43.5,0,0,0,0,0,1,0,1,0
엄지여왕,5,5,5,52.5,484,451.6,9999.9,1200,13.4,24.5,36.6,42.7,0,0,0,0,0,1,0,1,0
드림걸스,6,4,3,55,440,30.1,9999.9,1200,13.3,24.4,36.5,42.7,0,0,0,0,0,1,0,1,0
천은짱,7,9,4,54.5,426,225.8,9999.9,1200,13.7,24.7,36.6,42.8,0,0,0,0,0,1,0,1,0
럭키플랜,8,10,3,54.5,476,225.8,9999.9,1200,14.1,25.5,37.3,43.5,0,0,0,0,0,1,0,1,0
큐피드초이스,9,6,4,51,430,451.6,9999.9,1200,14.7,26.5,38.4,44.7,0,0,0,0,0,1,0,1,0
록비트,10,7,3,53.5,459,37.6,9999.9,1200,13.2,23.8,35.7,42.2,0,0,0,0,0,1,0,1,0
실버디자인,11,2,5,51,427,451.6,1,1200,14.5,25.8,37.8,44.1,0,0,0,0,0,1,0,1,0
원더풀스톰,1,9,3,56,476,4,1,1300,13.6,30.5,42.6,49,1,1,1,0,1,0,0,1,0
