HorseName,Rank,HorseNum,Age,Weight,HorseWeight,Top1Win,Top2Win,Distance,S1F,Cornor3,G3F,Cornor4,HorseWin,HorseRankInTop2,HorseRankInTop3,Cutted,Male,Female,Good,Rain,Fog
바이스로이,1,11,3,56,463,2.6,1.4,1200,13.4,24.2,36.2,42.4,1,1,1,1,0,0,0,1,0
탑퀄리티,2,12,3,56,473,2,1,1200,13.5,24.3,36.3,42.5,0,1,1,1,0,0,0,1,0
유정챔프,3,8,3,56,483,30.6,5.2,1200,14,25.2,37.2,43.3,0,0,1,0,1,0,0,1,0
방탄여걸,4,10,3,54,423,13.1,5,1200,14.2,25.3,37.4,43.6,0,0,0,0,0,1,0,1,0
로열영광,5,6,3,56,458,19.8,1.2,1200,14.2,25.5,37.6,43.9,0,0,0,0,1,0,0,1,0
어드밴스,6,1,4,50,433,6.1,1.6,1200,13.7,24.9,37.2,43.4,0,0,0,0,0,1,0,1,0
위닝메이커,7,4,3,52,475,59.3,11.3,1200,13.5,24.7,36.7,42.9,0,0,0,0,0,1,0,1,0
텐스타,8,5,3,54,447,553.1,31.7,1200,14.2,25.3,37.5,43.7,0,0,0,0,0,1,0,1,0
디바인파워,9,2,4,56,481,148.2,20.1,1200,14.4,25.8,38,44.2,0,0,0,0,1,0,0,1,0
슈퍼파크,10,3,4,54,461,414.8,29.5,1200,14.2,25.6,37.8,44.1,0,0,0,0,0,1,0,1,0
금아임패커블,11,9,5,56,513,127.6,31.7,1200,14.4,26.1,38.7,45.1,0,0,0,1,0,0,0,1,0
개나리송,1,13,5,52,519,29.7,3.4,1200,13.3,23.9,35.5,41.4,1,1,1,1,0,0,0,1,0
엠제이파워,2,14,5,52.5,513,12.8,1.3,1200,13.6,24.2,36,42,0,1,1,1,0,0,0,1,0
어나더스마트원,3,5,7,53,498,126.2,1.8,1200,13.6,25,36.7,42.7,0,0,1,1,0,0,0,1,0
화기,4,10,5,51,475,87.6,9.4,1200,13.6,24.5,36.6,42.7,0,0,0,0,0,1,0,1,0
플레이시스투고,5,1,7,53,459,169.4,31.5,1200,14.1,25.5,37.3,43.3,0,0,0,1,0,0,0,1,0
울트라펀치,6,8,5,51,497,32.4,7.2,1200,13.4,24.3,36.3,42.4,0,0,0,1,0,0,0,1,0
야호스마트캣,7,3,6,51,480,23.9,6.7,1200,13.4,24.2,36,42,0,0,0,1,0,0,0,1,0
브라이트캣,8,12,7,52,480,390.8,9.7,1200,14.3,25.8,38.1,44.4,0,0,0,0,1,0,0,1,0
문학쓰나미,9,9,5,51,496,60.5,10.5,1200,13.6,24.9,36.8,43,0,0,0,0,1,0,0,1,0
해후,10,4,6,52,453,35.8,24.6,1200,13.7,25.3,37.1,43.2,0,0,0,0,1,0,0,1,0
컴플리트스윕,11,2,6,52,522,4.1,2.6,1200,13.4,24.4,36.3,42.4,0,0,0,0,1,0,0,1,0
흑전사,1,11,5,52,495,8.6,2.2,1800,13.8,68.8,76.1,83.3,1,1,1,0,1,0,1,0,0
톱브레인,2,2,6,52,514,23,5,1800,13.9,69.3,76.8,84,0,1,1,1,0,0,1,0,0
위너골드,3,7,6,53,481,21,4.8,1800,14.8,69.9,77.4,84.4,0,0,1,0,1,0,1,0,0
강토마,4,3,6,55.5,493,2.5,1,1800,14.2,69.7,77.2,84.3,0,0,0,1,0,0,1,0,0
릴패트론,5,5,5,52,484,22.2,6.5,1800,14.4,69.6,77,84.2,0,0,0,1,0,0,1,0,0
클리어검,6,10,5,52,486,21.2,3.7,1800,14,69.3,76.8,84,0,0,0,0,0,1,1,0,0
슈퍼삭스,7,8,6,52,509,8.5,9,1800,14.4,69.9,77.4,84.5,0,0,0,1,0,0,1,0,0
가온챔프,8,4,6,59,498,21.5,20.4,1800,13.5,69,76.5,83.5,0,0,0,0,1,0,1,0,0
선라이팅,9,6,6,51,536,35.2,7.7,1800,13.8,69.1,76.5,83.5,0,0,0,0,1,0,1,0,0
심장의고동,10,14,5,52,510,7.8,2.8,1800,14.1,69.4,77,84.2,0,0,0,0,1,0,1,0,0
왕벚꽃,11,12,5,51,513,6.1,2.4,1800,13.7,68.9,76.5,83.6,0,0,0,1,0,0,1,0,0
다크플레이어,12,1,5,52,447,80.1,43.8,1800,16,70.6,78,85.3,0,0,0,0,1,0,1,0,0
상감마마,13,9,9,52,452,42.5,23.1,1800,13.5,68.5,76,83.4,0,0,0,1,0,0,1,0,0
문학타이거,14,13,5,52,510,27,12.8,1800,14.2,69.7,77.4,84.7,0,0,0,0,1,0,1,0,0
그레이트한센,1,3,3,55,427,23.3,2.4,1200,13.4,24.6,37.1,43.5,1,1,1,0,0,1,1,0,0
엘리트파워,2,9,3,55,441,12.4,1.4,1200,13.5,25,37.4,43.7,0,1,1,0,0,1,1,0,0
레전드스타,3,1,3,55,425,1.4,1.4,1200,13.5,24.8,37.4,43.7,0,0,1,0,0,1,1,0,0
러브아치,4,8,3,55,454,5,1.5,1200,13.8,25.4,38,44.1,0,0,0,0,0,1,1,0,0
봄꽃,5,6,3,55,482,14,4.2,1200,14.2,25.6,38.3,44.6,0,0,0,0,0,1,1,0,0
주말의시작,6,7,3,55,462,45.3,3.6,1200,13.7,25.1,37.9,44.1,0,0,0,0,0,1,1,0,0
갑오사랑해,7,5,4,55,446,28.5,2.4,1200,13.5,24.8,37.4,43.8,0,0,0,0,0,1,1,0,0
원더풀리버,8,10,3,55,479,37.3,31,1200,13.6,25.4,38,44.1,0,0,0,0,0,1,1,0,0
월드메니피,9,4,3,55,445,198.6,9.2,1200,13.4,24.7,37.2,43.5,0,0,0,0,0,1,1,0,0
원더풀원더,10,11,3,55,453,17.3,10.9,1200,14.4,25.9,38.5,44.9,0,0,0,0,0,1,1,0,0
강한여전사,11,12,4,55,468,172.8,31.7,1200,13.7,25.4,37.8,44.1,0,0,0,0,0,1,1,0,0
명진캠프,12,2,3,51,451,92.4,34.8,1200,13.7,24.8,37.4,43.7,0,0,0,0,0,1,1,0,0
동진최강,1,13,3,57,492,1.5,1,1200,14.1,25.2,37.7,44.1,1,1,1,0,1,0,1,0,0
피케이로드,2,1,3,55,456,4.2,1.2,1200,13.8,24.6,36.5,42.8,0,1,1,0,0,1,1,0,0
골드케이,3,3,3,57,463,113.6,25,1200,13.7,24.6,36.8,43.2,0,0,1,1,0,0,1,0,0
이무기,4,7,3,57,456,68.5,4.6,1200,13.7,24.8,37,43.4,0,0,0,0,1,0,1,0,0
코리아기적,5,2,4,57,479,11.5,4,1200,13.9,25,37,43.3,0,0,0,1,0,0,1,0,0
초인스파크,6,9,3,57,490,25,14.6,1200,14.1,25.2,37.3,43.7,0,0,0,0,1,0,1,0,0
런런런,7,4,3,57,464,50.5,4.7,1200,13.9,25.9,38.6,45.2,0,0,0,0,1,0,1,0,0
거센돌풍,8,8,3,57,465,12.8,2.6,1200,13.3,24,35.8,42,0,0,0,0,1,0,1,0,0
어드밴스,9,10,4,51,424,133.3,13.3,1200,13.8,24.8,37.3,43.8,0,0,0,0,0,1,1,0,0
라온더삭스,10,6,3,55,453,29.9,5.6,1200,14.6,26.3,39.2,45.9,0,0,0,0,0,1,1,0,0
금성패션,11,11,3,55,462,172.4,40.5,1200,14.2,25.9,38,44.3,0,0,0,0,0,1,1,0,0
금아매저스티,12,5,5,57,524,19.4,5.3,1200,13.7,24.6,36.8,43.2,0,0,0,0,1,0,1,0,0
패밀리캡틴,13,12,3,57,443,120.5,82.4,1200,13.9,25.1,37.4,43.7,0,0,0,0,1,0,1,0,0
남산시대,1,1,3,57,484,1.5,1,1300,13.8,31,43.6,50,1,1,1,0,1,0,1,0,0
어서와,2,13,3,57,473,13.9,2.3,1300,13.9,30.8,43.3,49.8,0,1,1,0,1,0,1,0,0
신대로,3,12,4,57,471,7.6,2.1,1300,14.1,31.3,43.9,50.3,0,0,1,0,1,0,1,0,0
걸작맨,4,9,3,57,471,58.3,5.6,1300,14.6,32.1,44.8,51.1,0,0,0,1,0,0,1,0,0
정문폭주,5,10,3,57,490,25.5,7.9,1300,14.4,32.2,44.8,51.1,0,0,0,0,1,0,1,0,0
신데렐라,6,6,4,55,430,62,18,1300,13.8,31,43.6,50,0,0,0,0,0,1,1,0,0
엠제이스톰,7,7,3,57,505,8.1,5.2,1300,13.9,31.5,44.2,50.8,0,0,0,0,1,0,1,0,0
특급여왕,8,4,3,55,450,21.1,2.8,1300,13.7,30.8,43.3,49.7,0,0,0,0,0,1,1,0,0
청담여걸,9,11,4,55,481,13,1.7,1300,14,31.7,44.4,50.9,0,0,0,0,0,1,1,0,0
윈디러시,10,3,4,55,473,26.8,5.8,1300,14.1,31.7,44.3,50.8,0,0,0,0,0,1,1,0,0
매직의함성,11,2,3,57,508,149.8,25.5,1300,13.8,31.3,43.9,50.4,0,0,0,0,1,0,1,0,0
아이언로즈,12,8,3,55,478,110.8,16.4,1300,13.5,30.7,43.3,49.8,0,0,0,0,0,1,1,0,0
다나은석세스,13,5,4,57,465,201.3,75.2,1300,14,31.8,44.8,51.8,0,0,0,1,0,0,1,0,0
그레이트칸,1,6,4,55.5,522,7,2.1,1200,13.5,24.7,36.7,42.9,1,1,1,1,0,0,1,0,0
가자플랜,2,5,4,54,460,26.8,3.3,1200,13.4,24.5,36.5,42.7,0,1,1,0,0,1,1,0,0
가가나,3,4,4,55,536,8.7,4.1,1200,14,25.6,37.4,43.5,0,0,1,0,1,0,1,0,0
아테나브이,4,9,5,51,531,18.2,4.1,1200,13.8,25.3,37.4,43.5,0,0,0,0,0,1,1,0,0
그랜드캐슬,5,7,3,53.5,472,8.2,2.4,1200,14.6,26.1,38.2,44.4,0,0,0,0,1,0,1,0,0
아로마,6,2,4,53.5,487,7.4,2.3,1200,13.7,25.1,37.2,43.4,0,0,0,0,1,0,1,0,0
엄지여왕,7,8,6,52,492,65.8,22.7,1200,14.1,25.5,37.6,43.7,0,0,0,0,0,1,1,0,0
블랙실버,8,1,4,54,439,3.2,1.2,1200,13.6,24.9,37.1,43.2,0,0,0,0,0,1,1,0,0
엠제이베스트,9,3,3,54.5,472,3.2,1.4,1200,13.8,25.5,37.6,43.8,0,0,0,0,1,0,1,0,0
터프맨,1,1,3,55,522,1.4,1.5,1200,13.3,23.9,35.7,41.9,1,1,1,0,1,0,1,0,0
나인아이,2,7,3,54,504,17.3,2.8,1200,13.9,24.8,36.6,43,0,1,1,0,1,0,1,0,0
드림걸스,3,3,4,52.5,426,8.8,2.2,1200,13.3,24,36.2,42.5,0,0,1,0,0,1,1,0,0
골든제이,4,5,5,52.5,462,105,11.8,1200,13.4,24.3,36.4,42.7,0,0,0,0,0,1,1,0,0
탱크삭스,5,2,4,54,456,10,1.3,1200,13.9,24.8,36.6,43,0,0,0,0,0,1,1,0,0
폭스파워,6,6,3,55.5,472,5.4,1.1,1200,13.4,24.2,36.4,42.7,0,0,0,0,1,0,1,0,0
투엠오케이,7,9,6,53.5,459,39.1,11.4,1200,13.9,25.1,37,43.2,0,0,0,1,0,0,1,0,0
선샤인특급,8,4,5,52,506,59.6,3.6,1200,14.3,25.6,37.5,43.8,0,0,0,0,0,1,1,0,0
송암공주,9,8,6,52,453,63.8,6.1,1200,14,25.2,37,43.2,0,0,0,0,0,1,1,0,0
티케파이어,1,1,4,54,499,17.3,1.5,1700,15.2,65.4,73.1,80.8,1,1,1,0,1,0,1,0,0
러피언파크,2,12,4,52,470,155.9,20.3,1700,14.6,64.6,72.4,80.1,0,1,1,1,0,0,1,0,0
스타블레이드,3,11,3,55.5,488,2.3,1.3,1700,14.1,64.4,72.2,79.8,0,0,1,0,1,0,1,0,0
디에코,4,8,4,52,473,26,5.2,1700,14.4,64.3,72.1,79.6,0,0,0,0,0,1,1,0,0
블랙참,5,3,3,55,475,1.9,1.1,1700,14.6,64.8,72.6,80.3,0,0,0,0,1,0,1,0,0
일보등천,6,7,4,52,520,22.1,2.4,1700,15.2,65.4,73.2,81.1,0,0,0,0,1,0,1,0,0
마패봉,7,10,6,56,470,227.2,7,1700,15.6,65.9,73.5,81,0,0,0,0,1,0,1,0,0
대싱카누,8,9,5,53.5,505,157,11.5,1700,15.3,65,72.9,80.5,0,0,0,0,0,1,1,0,0
백두거포,9,4,5,54.5,474,147.3,32.7,1700,14.8,64,71.8,79.5,0,0,0,1,0,0,1,0,0
서던맨,10,6,5,54,474,26.4,3.8,1700,14.7,64.8,72.7,80.5,0,0,0,1,0,0,1,0,0
미라클호프,11,5,5,55,482,1124,43.8,1700,14.5,64.8,72.9,80.5,0,0,0,0,1,0,1,0,0
올마이퀸,12,2,5,51,439,10.4,4.8,1700,14.9,65.4,73.2,80.9,0,0,0,0,0,1,1,0,0
나의전설,1,5,4,54,475,7.4,1.8,1800,14.2,70.6,78.3,85.7,1,1,1,0,1,0,1,0,0
럭셔리캡틴,2,4,4,58,529,4.2,1.4,1800,14.1,70.3,78,85.4,0,1,1,0,1,0,1,0,0
화이트참,3,7,3,55,465,3.1,1.8,1800,14.6,71.5,79.4,86.7,0,0,1,0,1,0,1,0,0
록뉴스,4,6,4,52,526,3.9,1.5,1800,14.6,71.2,79.1,86.5,0,0,0,1,0,0,1,0,0
백색광채,5,3,5,54,494,191.3,10,1800,14.4,71.3,79.2,86.6,0,0,0,1,0,0,1,0,0
마성투혼,6,10,4,54,460,8.9,3.1,1800,14.4,70.9,78.9,86.4,0,0,0,0,0,1,1,0,0
시티챔프,7,11,7,54,477,188.9,56.4,1800,14.6,71.7,79.7,87.1,0,0,0,0,1,0,1,0,0
갑오풀퀸,8,9,5,52,417,115.4,17.1,1800,15.5,72.3,80.1,87.6,0,0,0,0,0,1,1,0,0
동작,9,1,5,54,496,30.8,6.7,1800,14.4,70.9,78.8,86.1,0,0,0,1,0,0,1,0,0
에이스캔트,10,14,6,56,502,15,3.6,1800,14.1,70.5,78.3,85.7,0,0,0,1,0,0,1,0,0
시선집중,11,13,4,54,482,559.3,13.8,1800,14.4,70.7,78.6,86,0,0,0,1,0,0,1,0,0
큐티바비,12,2,5,54,487,26.6,5.1,1800,15.4,71.6,79.5,86.9,0,0,0,0,0,1,1,0,0
만에하나,13,12,5,54,473,35,16.1,1800,15,71.6,79.4,86.8,0,0,0,1,0,0,1,0,0
천지애가,14,8,5,52,476,427.7,22.9,1800,15.4,71.7,79.7,87.1,0,0,0,0,0,1,1,0,0
위즈모멘트,1,11,4,52,537,2.2,1.1,1400,13.3,35.5,47.7,54,1,1,1,0,0,1,1,0,0
클린업해피,2,1,4,54.5,517,2.6,1,1400,13.5,35.5,47.7,54,0,1,1,1,0,0,1,0,0
새내스퍼트,3,8,4,53.5,507,90.1,3.8,1400,14,36.5,48.4,54.6,0,0,1,0,1,0,1,0,0
검포,4,13,4,55.5,478,26.9,10.1,1400,13.5,36,48.5,54.9,0,0,0,0,1,0,1,0,0
대디글로리,5,3,5,54,482,18.7,3.3,1400,13.8,37.1,49.2,55.5,0,0,0,0,0,1,1,0,0
님의향기,6,6,5,54,518,38.3,6,1400,13.6,36.3,48.8,55,0,0,0,0,1,0,1,0,0
스피드흑룡,7,7,5,53,510,13.6,7.7,1400,13.7,36.6,49,55.5,0,0,0,1,0,0,1,0,0
루킹굿,8,14,5,55,494,14.9,3.2,1400,14.3,37.5,49.4,55.5,0,0,0,0,1,0,1,0,0
황금해,9,12,4,52.5,468,28,14.6,1400,13.8,37.2,49.4,55.8,0,0,0,0,1,0,1,0,0
라온패션,10,10,4,52,467,23.7,7.3,1400,13,35.1,47.5,53.8,0,0,0,1,0,0,1,0,0
호크행진곡,11,2,5,52,502,22.1,5.8,1400,14.3,38,50.3,56.5,0,0,0,0,1,0,1,0,0
스피드이즈칸,12,4,6,52,452,1029.6,60.1,1400,14.3,37.4,49.5,55.8,0,0,0,0,1,0,1,0,0
황금주머니,13,5,6,51.5,483,212,16.7,1400,14.7,38.2,50.1,56.3,0,0,0,1,0,0,1,0,0
선오브선더,14,9,5,54,473,48.9,8.7,1400,13.8,36.4,48.7,55,0,0,0,1,0,0,1,0,0
모닝힐,1,9,3,56,487,1.2,1.1,1200,13.6,24.4,36.2,42.4,1,1,1,1,0,0,0,0,1
영광의행진,2,2,3,57,479,17.5,3.2,1200,13.9,25.1,37.2,43.4,0,1,1,0,1,0,0,0,1
허리케인삭스,3,3,4,57,457,35.6,5.7,1200,13.6,24.9,36.7,43,0,0,1,1,0,0,0,0,1
정문지존,4,8,3,57,491,209.8,7.8,1200,13.9,25.5,37.7,43.9,0,0,0,1,0,0,0,0,1
예스아이캔,5,4,3,57,478,29.5,1.8,1200,14.3,26.2,38.6,44.9,0,0,0,1,0,0,0,0,1
킹심바,6,7,3,57,484,48.1,14.2,1200,14.9,26.9,39.5,45.8,0,0,0,1,0,0,0,0,1
빅포스원,7,1,4,51,503,6.5,5.6,1200,13.6,24.5,36.3,42.5,0,0,0,0,0,1,0,0,1
럭셔리킹,8,13,3,57,452,547.7,144.5,1200,14.6,26.3,38.6,44.9,0,0,0,0,1,0,0,0,1
기타리스트,9,5,3,57,492,186,22.9,1200,14.2,25.5,37.5,43.8,0,0,0,1,0,0,0,0,1
보라퀸,10,11,3,55,477,30.7,1.3,1200,13.8,25.1,37.3,43.4,0,0,0,0,0,1,0,0,1
모던골드,11,10,3,57,456,38.1,6,1200,15,26.4,38.9,45.2,0,0,0,0,1,0,0,0,1
인디라이트,12,14,3,55,482,85.7,48.4,1200,14.1,26.1,38.6,45,0,0,0,0,0,1,0,0,1
라스트콜,13,12,3,54,460,758.4,64.4,1200,14.3,25.9,37.9,44.3,0,0,0,0,1,0,0,0,1
블루카이저,14,6,3,55,452,100.6,2.9,1200,13.8,25.1,37.4,43.8,0,0,0,0,0,1,0,0,1
블랙루키,1,6,3,54,458,1.4,1,1200,14,25.6,37.5,43.5,1,1,1,0,0,1,0,0,1
스마트대보,2,11,3,54,446,9.2,1.8,1200,13.7,24.7,36.5,42.5,0,1,1,0,0,1,0,0,1
러브아치,3,1,3,54,460,6.8,2.5,1200,14.1,25.6,37.8,43.9,0,0,1,0,0,1,0,0,1
뉴호프,4,9,3,54,487,12.9,1.9,1200,14.2,26,38.1,44.1,0,0,0,0,0,1,0,0,1
큐피드원더,5,12,3,54,440,12.1,2.4,1200,14.5,26.4,38.8,44.8,0,0,0,0,0,1,0,0,1
미스스피드,6,5,3,54,439,485.4,46.6,1200,14.6,26.3,38.9,45.1,0,0,0,0,0,1,0,0,1
월드메니피,7,10,3,54,443,262.4,4.4,1200,13.5,24.3,36.3,42.5,0,0,0,0,0,1,0,0,1
동서여걸,8,4,3,54,412,262.4,29,1200,14,26,38.6,44.9,0,0,0,0,0,1,0,0,1
환상터치,9,2,4,54,419,485.4,10.5,1200,13.9,25.2,37.4,43.5,0,0,0,0,0,1,0,0,1
원더풀리버,10,7,3,54,476,83,7.8,1200,13.7,24.8,36.7,42.8,0,0,0,0,0,1,0,0,1
태양타고,11,8,3,54,433,74.7,9.7,1200,13.9,25,36.9,43,0,0,0,0,0,1,0,0,1
봄꽃,12,3,3,54,480,15.2,4.7,1200,14,25.4,38,44.3,0,0,0,0,0,1,0,0,1
신의아들,1,3,3,57,453,13.5,1.8,1200,13.9,25.4,37.2,43.2,1,1,1,0,1,0,0,0,1
로즈데이마린,2,8,4,55,451,2.1,1.3,1200,13.9,25.4,37.4,43.5,0,1,1,0,0,1,0,0,1
베오울프,3,9,3,57,474,18.7,2.4,1200,14,25.7,37.9,44,0,0,1,0,1,0,0,0,1
라온울프,4,10,3,55,448,9.4,15.5,1200,14.1,25.8,38.2,44.5,0,0,0,0,0,1,0,0,1
선더케이,5,4,4,53,505,3.5,2,1200,13.8,25.2,37,43.1,0,0,0,0,1,0,0,0,1
특권,6,7,3,57,442,5.5,1.5,1200,13.8,25.3,37.2,43.3,0,0,0,0,1,0,0,0,1
레드마운틴,7,1,3,57,427,80.3,12.1,1200,14.1,25.8,38,44.1,0,0,0,0,1,0,0,0,1
메인오브킹,8,6,3,57,440,54.2,10.4,1200,14.1,26.1,38.6,44.8,0,0,0,0,1,0,0,0,1
모닝동자,9,2,4,56,469,24.2,2,1200,14.7,26.4,38.5,44.7,0,0,0,1,0,0,0,0,1
찐이야,10,5,3,57,473,132.1,19.9,1200,14,25.6,37.6,43.8,0,0,0,0,1,0,0,0,1
조이풀케이,1,8,4,55,454,2.6,1.4,1300,13.6,31,44,50.6,1,1,1,0,0,1,1,0,0
유롱스타,2,9,4,52,482,2.2,1.2,1300,13.5,30.5,43.5,50.1,0,1,1,0,0,1,1,0,0
미스엘리트,3,3,4,55,425,9.9,1.8,1300,13.8,31.3,44.1,50.7,0,0,1,0,0,1,1,0,0
대승가온,4,6,4,54,431,77.3,7.2,1300,14.4,32.2,44.9,51.6,0,0,0,0,0,1,1,0,0
농본락,5,7,4,55,428,23.2,3,1300,13.6,30.8,43.7,50.4,0,0,0,0,0,1,1,0,0
사려니퀸,6,2,4,55,461,6.9,1.3,1300,13.6,30.8,43.8,50.6,0,0,0,0,0,1,1,0,0
마하조던,7,10,3,55,433,143.9,21.7,1300,14.3,31.7,44.5,51,0,0,0,0,0,1,1,0,0
쏘아라가즈,8,4,3,55,457,199.3,13.7,1300,15.1,32.8,45.4,51.9,0,0,0,0,0,1,1,0,0
텐스타,9,5,3,55,453,61,28.1,1300,14,31.7,44.5,51.2,0,0,0,0,0,1,1,0,0
컴플리트챔프,10,1,3,55,494,14,3.8,1300,13.8,31.4,44.1,51,0,0,0,0,0,1,1,0,0
울트라킹,1,1,3,57,481,1.8,1.4,1400,13.8,37.1,50.1,56.7,1,1,1,1,0,0,1,0,0
흑룡가무,2,5,3,56,487,213.8,39.7,1400,14.3,37.9,50.9,57.6,0,1,1,1,0,0,1,0,0
우승환희,3,10,3,55,479,44.9,3.1,1400,14,37.9,50.9,57.5,0,0,1,0,0,1,1,0,0
오피서커맨딩,4,6,4,55,478,4.3,1.4,1400,13.8,37.5,50.3,56.9,0,0,0,0,0,1,1,0,0
내길의축복,5,9,4,55,481,81.8,5.4,1400,14.3,37.8,50.6,57.2,0,0,0,0,0,1,1,0,0
쿠레레쿠스,6,4,4,57,479,5.1,1.9,1400,13.9,37.5,50.3,57,0,0,0,1,0,0,1,0,0
브라보메이,7,3,3,57,494,13.7,2.7,1400,14,37.7,50.6,57.3,0,0,0,1,0,0,1,0,0
고고고,8,7,3,57,505,127.7,12.2,1400,15.1,38.1,50.9,57.5,0,0,0,0,1,0,1,0,0
페더럴윈,9,2,3,55,473,15.1,2.6,1400,13.8,37.4,50.3,57,0,0,0,0,0,1,1,0,0
명진볼트,10,12,4,57,468,394.3,30.3,1400,14.5,37.8,50.6,57.3,0,0,0,1,0,0,1,0,0
로열영광,11,8,3,57,475,14.5,2.4,1400,13.8,37.2,50.1,56.7,0,0,0,0,1,0,1,0,0
폴카,12,11,4,55,441,159.9,41.2,1400,13.7,36.8,49.8,56.5,0,0,0,0,0,1,1,0,0
서에번쩍,1,7,3,54,475,7.1,1.6,1200,14.3,25.8,38,44,1,1,1,0,1,0,1,0,0
블레싱로드,2,14,6,53,405,91.7,37.6,1200,13.7,24.9,36.8,42.8,0,1,1,0,0,1,1,0,0
조이오브킹,3,13,5,54.5,501,21.9,3.5,1200,14.1,25.5,37.5,43.5,0,0,1,1,0,0,1,0,0
기븐러너,4,4,5,56,467,16.6,3.6,1200,13.6,24.6,36.4,42.3,0,0,0,0,1,0,1,0,0
캐치참,5,1,3,53.5,462,1.7,1.2,1200,13.4,24.4,36.1,42,0,0,0,0,0,1,1,0,0
장수나봄,6,6,4,53.5,458,143.7,6.4,1200,13.9,25.2,37.2,43.4,0,0,0,0,1,0,1,0,0
스타워즈,7,2,3,54,469,11.7,1.9,1200,13.7,25,36.8,42.8,0,0,0,1,0,0,1,0,0
배다리캔디,8,5,3,51,461,142.8,12.2,1200,14,25.8,38,44.3,0,0,0,0,0,1,1,0,0
천세만세,9,10,5,52,527,222.9,20.4,1200,14.5,25.9,38,44.1,0,0,0,0,1,0,1,0,0
선오브스톰,10,9,4,54.5,508,4.6,1.7,1200,14.2,25.6,37.9,44,0,0,0,1,0,0,1,0,0
안양재규어,11,11,5,53.5,433,22.3,32.8,1200,13.9,25.2,37.2,43.3,0,0,0,0,0,1,1,0,0
굿초이스,12,8,6,51,523,384.7,31.2,1200,14.2,25.6,37.6,43.7,0,0,0,0,1,0,1,0,0
메이블루,13,12,4,52,431,124.9,5.6,1200,13.6,24.5,36.5,42.6,0,0,0,0,0,1,1,0,0
대한챔프,14,3,5,52.5,469,121.1,23.8,1200,14.9,26.9,39.3,45.5,0,0,0,0,1,0,1,0,0
대지의여인,1,7,4,54.5,455,1.6,1.2,1400,13.4,36.2,48.3,54.4,1,1,1,0,0,1,1,0,0
빅페이스,2,6,4,52.5,487,30.3,3.5,1400,13.6,36.3,48.4,54.5,0,1,1,1,0,0,1,0,0
러브레이스,3,9,5,54.5,499,64.9,2.7,1400,14.1,37.4,49.5,55.5,0,0,1,0,0,1,1,0,0
최강파티,4,8,5,52,488,167.5,7.8,1400,13.8,36.5,48.6,54.6,0,0,0,1,0,0,1,0,0
머니챔프,5,2,4,54.5,465,68,6.3,1400,13.2,36,48.1,54.3,0,0,0,1,0,0,1,0,0
동쪽글로리,6,11,4,52.5,492,7.9,2.1,1400,13.7,36.8,49.1,55.3,0,0,0,1,0,0,1,0,0
열린문,7,10,4,54.5,473,30.5,3.6,1400,13.6,36.5,48.8,55,0,0,0,0,1,0,1,0,0
슈퍼엑톤,8,4,4,52,441,130.3,8.8,1400,13.8,36.8,49.1,55.3,0,0,0,1,0,0,1,0,0
페더럴캣,9,12,5,54,499,354,6.1,1400,13.8,36.8,48.9,55.1,0,0,0,0,1,0,1,0,0
초인강자,10,5,4,57,484,40.5,4.9,1400,14.1,37,49.3,55.3,0,0,0,0,1,0,1,0,0
천년의바람,11,13,5,52,484,167.5,18.3,1400,13.8,37,49.5,55.8,0,0,0,1,0,0,1,0,0
천년의고도,12,14,5,53,486,228.8,32.3,1400,14.6,37.6,49.8,56,0,0,0,0,1,0,1,0,0
블루케이,13,1,4,54.5,531,2.8,1.6,1400,13.6,36.5,48.5,54.6,0,0,0,0,0,1,1,0,0
독보천하,14,3,4,52,497,96.7,22,1400,13.7,37.3,49.6,55.8,0,0,0,0,0,1,1,0,0
볼트맨,1,2,3,54.5,510,1.7,1.3,1400,13.8,36.8,49.3,55.5,1,1,1,1,0,0,1,0,0
올댓코리아,2,12,5,57.5,514,5.5,4.2,1400,13.7,36.3,49,55.1,0,1,1,1,0,0,1,0,0
남산의별,3,9,3,53,466,67.1,2.7,1400,13.8,36.8,49.3,55.5,0,0,1,0,1,0,1,0,0
발베니,4,4,3,56.5,492,6.2,1.5,1400,13.6,36.4,49.1,55.4,0,0,0,0,1,0,1,0,0
디케이아리아,5,14,4,53,480,35.3,11.1,1400,13.8,37.2,49.8,56,0,0,0,1,0,0,1,0,0
글로벌럭키,6,10,4,52,428,62.8,3,1400,14.5,37.7,50.1,56.4,0,0,0,0,0,1,1,0,0
로렐파워,7,8,3,53,514,82.9,21.2,1400,14.1,37.1,49.7,56.1,0,0,0,1,0,0,1,0,0
마이티팝,8,11,3,56,484,5.4,1.6,1400,13.8,37.1,49.9,56.4,0,0,0,0,1,0,1,0,0
에이스찬,9,7,4,53.5,447,131.8,10,1400,13.4,36.3,48.9,55.1,0,0,0,0,1,0,1,0,0
로열엘비스,10,1,4,55.5,508,18.7,2.8,1400,13.4,36.2,48.8,55,0,0,0,1,0,0,1,0,0
천구클래스,11,6,3,52,483,300.2,45.8,1400,14.3,37.4,50,56.5,0,0,0,0,1,0,1,0,0
천군,12,5,4,52.5,468,281.5,61.2,1400,14.8,38,50.8,57.3,0,0,0,1,0,0,1,0,0
